,strain,contig
6405,Cryptococcus_neoformans_draft_genome.fasta,>5446 81 17
6406,Cryptococcus_neoformans_draft_genome.fasta,>5447 81 7
6407,Cryptococcus_neoformans_draft_genome.fasta,>5461 81 8
6408,Cryptococcus_neoformans_draft_genome.fasta,>5463 81 12
6409,Cryptococcus_neoformans_draft_genome.fasta,>5477 81 54
6410,Cryptococcus_neoformans_draft_genome.fasta,>5533 81 12
6411,Cryptococcus_neoformans_draft_genome.fasta,>5553 81 15
6412,Cryptococcus_neoformans_draft_genome.fasta,>5562 81 6
6413,Cryptococcus_neoformans_draft_genome.fasta,>5597 81 8
6414,Cryptococcus_neoformans_draft_genome.fasta,>5608 81 8
6415,Cryptococcus_neoformans_draft_genome.fasta,>5612 81 5
6416,Cryptococcus_neoformans_draft_genome.fasta,>5621 81 10
6417,Cryptococcus_neoformans_draft_genome.fasta,>5666 81 20
6418,Cryptococcus_neoformans_draft_genome.fasta,>5681 81 21
6419,Cryptococcus_neoformans_draft_genome.fasta,>5700 81 5
6420,Cryptococcus_neoformans_draft_genome.fasta,>5706 81 8
6421,Cryptococcus_neoformans_draft_genome.fasta,>5755 81 11
6422,Cryptococcus_neoformans_draft_genome.fasta,>5760 81 17
6423,Cryptococcus_neoformans_draft_genome.fasta,>5769 81 8
6424,Cryptococcus_neoformans_draft_genome.fasta,>5836 81 5
6425,Cryptococcus_neoformans_draft_genome.fasta,>5905 81 11
6426,Cryptococcus_neoformans_draft_genome.fasta,>5916 81 13
6427,Cryptococcus_neoformans_draft_genome.fasta,>5926 81 92
6428,Cryptococcus_neoformans_draft_genome.fasta,>5930 81 20
6429,Cryptococcus_neoformans_draft_genome.fasta,>5932 81 30
6430,Cryptococcus_neoformans_draft_genome.fasta,>5948 81 13
6431,Cryptococcus_neoformans_draft_genome.fasta,>5962 81 16
6432,Cryptococcus_neoformans_draft_genome.fasta,>5981 81 14
6433,Cryptococcus_neoformans_draft_genome.fasta,>6000 81 24
6434,Cryptococcus_neoformans_draft_genome.fasta,>6003 81 17
6435,Cryptococcus_neoformans_draft_genome.fasta,>6042 81 20
6436,Cryptococcus_neoformans_draft_genome.fasta,>6047 81 8
6437,Cryptococcus_neoformans_draft_genome.fasta,>6055 81 20
6438,Cryptococcus_neoformans_draft_genome.fasta,>6107 81 12
6439,Cryptococcus_neoformans_draft_genome.fasta,>6146 81 8
6440,Cryptococcus_neoformans_draft_genome.fasta,>6164 81 18
6441,Cryptococcus_neoformans_draft_genome.fasta,>6175 81 37
6442,Cryptococcus_neoformans_draft_genome.fasta,>6178 81 8
6443,Cryptococcus_neoformans_draft_genome.fasta,>6213 81 9
6444,Cryptococcus_neoformans_draft_genome.fasta,>6224 81 31
6445,Cryptococcus_neoformans_draft_genome.fasta,>6249 81 25
6446,Cryptococcus_neoformans_draft_genome.fasta,>6257 81 6
6447,Cryptococcus_neoformans_draft_genome.fasta,>6269 81 8
6448,Cryptococcus_neoformans_draft_genome.fasta,>6287 81 70
6449,Cryptococcus_neoformans_draft_genome.fasta,>6291 81 5
6450,Cryptococcus_neoformans_draft_genome.fasta,>6303 81 8
6451,Cryptococcus_neoformans_draft_genome.fasta,>6307 81 5
6452,Cryptococcus_neoformans_draft_genome.fasta,>6321 81 17
6453,Cryptococcus_neoformans_draft_genome.fasta,>6328 81 10
6454,Cryptococcus_neoformans_draft_genome.fasta,>6399 81 9
6455,Cryptococcus_neoformans_draft_genome.fasta,>6462 81 36
6456,Cryptococcus_neoformans_draft_genome.fasta,>6523 81 13
6457,Cryptococcus_neoformans_draft_genome.fasta,>6579 81 8
6458,Cryptococcus_neoformans_draft_genome.fasta,>6593 81 7
6459,Cryptococcus_neoformans_draft_genome.fasta,>6662 81 6
6460,Cryptococcus_neoformans_draft_genome.fasta,>6680 81 8
6461,Cryptococcus_neoformans_draft_genome.fasta,>6693 81 94
6462,Cryptococcus_neoformans_draft_genome.fasta,>6775 81 10
6463,Cryptococcus_neoformans_draft_genome.fasta,>6779 81 12
6464,Cryptococcus_neoformans_draft_genome.fasta,>6794 81 6
6465,Cryptococcus_neoformans_draft_genome.fasta,>6798 81 9
6466,Cryptococcus_neoformans_draft_genome.fasta,>6816 81 5
6467,Cryptococcus_neoformans_draft_genome.fasta,>6822 81 8
6468,Cryptococcus_neoformans_draft_genome.fasta,>6888 81 14
6469,Cryptococcus_neoformans_draft_genome.fasta,>6908 81 13
6470,Cryptococcus_neoformans_draft_genome.fasta,>6911 81 6
6471,Cryptococcus_neoformans_draft_genome.fasta,>6918 81 45
6472,Cryptococcus_neoformans_draft_genome.fasta,>6969 81 123
6473,Cryptococcus_neoformans_draft_genome.fasta,>7004 81 6
6474,Cryptococcus_neoformans_draft_genome.fasta,>7061 81 5
6475,Cryptococcus_neoformans_draft_genome.fasta,>7062 81 20
6476,Cryptococcus_neoformans_draft_genome.fasta,>7086 81 12
6477,Cryptococcus_neoformans_draft_genome.fasta,>7112 81 6
6478,Cryptococcus_neoformans_draft_genome.fasta,>7125 81 8
6479,Cryptococcus_neoformans_draft_genome.fasta,>7320 81 10
6480,Cryptococcus_neoformans_draft_genome.fasta,>7327 81 12
6481,Cryptococcus_neoformans_draft_genome.fasta,>7357 81 11
6482,Cryptococcus_neoformans_draft_genome.fasta,>7365 81 16
6483,Cryptococcus_neoformans_draft_genome.fasta,>7372 81 7
6484,Cryptococcus_neoformans_draft_genome.fasta,>7386 81 9
6485,Cryptococcus_neoformans_draft_genome.fasta,>7394 81 21
6486,Cryptococcus_neoformans_draft_genome.fasta,>7415 81 7
6487,Cryptococcus_neoformans_draft_genome.fasta,>7484 81 6
6488,Cryptococcus_neoformans_draft_genome.fasta,>7536 81 26
6489,Cryptococcus_neoformans_draft_genome.fasta,>7591 81 11
6490,Cryptococcus_neoformans_draft_genome.fasta,>7664 81 5
6491,Cryptococcus_neoformans_draft_genome.fasta,>7672 81 23
6492,Cryptococcus_neoformans_draft_genome.fasta,>7694 81 19
6493,Cryptococcus_neoformans_draft_genome.fasta,>7756 81 5
6494,Cryptococcus_neoformans_draft_genome.fasta,>7783 81 12
6495,Cryptococcus_neoformans_draft_genome.fasta,>7805 81 359
6496,Cryptococcus_neoformans_draft_genome.fasta,>7866 81 30
6497,Cryptococcus_neoformans_draft_genome.fasta,>7889 81 5
6498,Cryptococcus_neoformans_draft_genome.fasta,>7941 81 6
6499,Cryptococcus_neoformans_draft_genome.fasta,>7994 81 6
6500,Cryptococcus_neoformans_draft_genome.fasta,>8066 81 6
6501,Cryptococcus_neoformans_draft_genome.fasta,>8080 81 17
6502,Cryptococcus_neoformans_draft_genome.fasta,>8083 81 5
6503,Cryptococcus_neoformans_draft_genome.fasta,>8098 81 8
6504,Cryptococcus_neoformans_draft_genome.fasta,>8206 81 18
6505,Cryptococcus_neoformans_draft_genome.fasta,>8237 81 14
6506,Cryptococcus_neoformans_draft_genome.fasta,>8243 81 12
6507,Cryptococcus_neoformans_draft_genome.fasta,>8265 81 7
6508,Cryptococcus_neoformans_draft_genome.fasta,>8266 81 5
6509,Cryptococcus_neoformans_draft_genome.fasta,>8277 81 11
6510,Cryptococcus_neoformans_draft_genome.fasta,>8306 81 10
6511,Cryptococcus_neoformans_draft_genome.fasta,>8324 81 6
6512,Cryptococcus_neoformans_draft_genome.fasta,>8392 81 5
6513,Cryptococcus_neoformans_draft_genome.fasta,>8433 81 1061
6514,Cryptococcus_neoformans_draft_genome.fasta,>8449 81 12
6515,Cryptococcus_neoformans_draft_genome.fasta,>8480 81 7
6516,Cryptococcus_neoformans_draft_genome.fasta,>8509 81 9
6517,Cryptococcus_neoformans_draft_genome.fasta,>8527 81 11
6518,Cryptococcus_neoformans_draft_genome.fasta,>8695 81 237
6519,Cryptococcus_neoformans_draft_genome.fasta,>8709 81 9
6520,Cryptococcus_neoformans_draft_genome.fasta,>8733 81 22
6521,Cryptococcus_neoformans_draft_genome.fasta,>8750 81 7
6522,Cryptococcus_neoformans_draft_genome.fasta,>8787 81 36
6523,Cryptococcus_neoformans_draft_genome.fasta,>8789 81 7
6524,Cryptococcus_neoformans_draft_genome.fasta,>8826 81 13
6525,Cryptococcus_neoformans_draft_genome.fasta,>8834 81 18
6526,Cryptococcus_neoformans_draft_genome.fasta,>8917 81 12
6527,Cryptococcus_neoformans_draft_genome.fasta,>8923 81 6
6528,Cryptococcus_neoformans_draft_genome.fasta,>8954 81 11
6529,Cryptococcus_neoformans_draft_genome.fasta,>9002 81 11
6530,Cryptococcus_neoformans_draft_genome.fasta,>9015 81 7
6531,Cryptococcus_neoformans_draft_genome.fasta,>9103 81 25
6532,Cryptococcus_neoformans_draft_genome.fasta,>9156 81 23
6533,Cryptococcus_neoformans_draft_genome.fasta,>9259 81 10
6534,Cryptococcus_neoformans_draft_genome.fasta,>9274 81 48
6535,Cryptococcus_neoformans_draft_genome.fasta,>9285 81 5
6536,Cryptococcus_neoformans_draft_genome.fasta,>9337 81 13
6537,Cryptococcus_neoformans_draft_genome.fasta,>9345 81 34
6538,Cryptococcus_neoformans_draft_genome.fasta,>9367 81 24
6539,Cryptococcus_neoformans_draft_genome.fasta,>9378 81 24
6540,Cryptococcus_neoformans_draft_genome.fasta,>9394 81 5
6541,Cryptococcus_neoformans_draft_genome.fasta,>9437 81 38
6542,Cryptococcus_neoformans_draft_genome.fasta,>9439 81 5
6543,Cryptococcus_neoformans_draft_genome.fasta,>9517 81 6
6544,Cryptococcus_neoformans_draft_genome.fasta,>9523 81 29
6545,Cryptococcus_neoformans_draft_genome.fasta,>9540 81 10
6546,Cryptococcus_neoformans_draft_genome.fasta,>9552 81 15
6547,Cryptococcus_neoformans_draft_genome.fasta,>9581 81 13
6548,Cryptococcus_neoformans_draft_genome.fasta,>9640 81 38
6549,Cryptococcus_neoformans_draft_genome.fasta,>9673 81 17
6550,Cryptococcus_neoformans_draft_genome.fasta,>9682 81 16
6551,Cryptococcus_neoformans_draft_genome.fasta,>9731 81 11
6552,Cryptococcus_neoformans_draft_genome.fasta,>9770 81 6
6553,Cryptococcus_neoformans_draft_genome.fasta,>9792 81 15
6554,Cryptococcus_neoformans_draft_genome.fasta,>9818 81 35
6555,Cryptococcus_neoformans_draft_genome.fasta,>9867 81 14
6556,Cryptococcus_neoformans_draft_genome.fasta,>9947 81 12
6557,Cryptococcus_neoformans_draft_genome.fasta,>9969 81 9
6558,Cryptococcus_neoformans_draft_genome.fasta,>9987 81 13
6559,Cryptococcus_neoformans_draft_genome.fasta,>10070 81 17
6560,Cryptococcus_neoformans_draft_genome.fasta,>10194 81 8
6561,Cryptococcus_neoformans_draft_genome.fasta,>10318 81 9
6562,Cryptococcus_neoformans_draft_genome.fasta,>10344 81 13
6563,Cryptococcus_neoformans_draft_genome.fasta,>10421 81 13
6564,Cryptococcus_neoformans_draft_genome.fasta,>10430 81 17
6565,Cryptococcus_neoformans_draft_genome.fasta,>10483 81 23
6566,Cryptococcus_neoformans_draft_genome.fasta,>10505 81 22
6567,Cryptococcus_neoformans_draft_genome.fasta,>10576 81 8
6568,Cryptococcus_neoformans_draft_genome.fasta,>10587 81 14
6569,Cryptococcus_neoformans_draft_genome.fasta,>10589 81 5
6570,Cryptococcus_neoformans_draft_genome.fasta,>10591 81 5
6571,Cryptococcus_neoformans_draft_genome.fasta,>10679 81 5
6572,Cryptococcus_neoformans_draft_genome.fasta,>10736 81 22
6573,Cryptococcus_neoformans_draft_genome.fasta,>10768 81 16
6574,Cryptococcus_neoformans_draft_genome.fasta,>10774 81 9
6575,Cryptococcus_neoformans_draft_genome.fasta,>10808 81 35
6576,Cryptococcus_neoformans_draft_genome.fasta,>10815 81 6
6577,Cryptococcus_neoformans_draft_genome.fasta,>10830 81 18
6578,Cryptococcus_neoformans_draft_genome.fasta,>10843 81 9
6579,Cryptococcus_neoformans_draft_genome.fasta,>10845 81 12
6580,Cryptococcus_neoformans_draft_genome.fasta,>10884 81 8
6581,Cryptococcus_neoformans_draft_genome.fasta,>10902 81 48
6582,Cryptococcus_neoformans_draft_genome.fasta,>10915 81 29
6583,Cryptococcus_neoformans_draft_genome.fasta,>10962 81 5
6584,Cryptococcus_neoformans_draft_genome.fasta,>11130 81 6
6585,Cryptococcus_neoformans_draft_genome.fasta,>11182 81 5
6586,Cryptococcus_neoformans_draft_genome.fasta,>11194 81 10
6587,Cryptococcus_neoformans_draft_genome.fasta,>11251 81 27
6588,Cryptococcus_neoformans_draft_genome.fasta,>11303 81 11
6589,Cryptococcus_neoformans_draft_genome.fasta,>11350 81 6
6590,Cryptococcus_neoformans_draft_genome.fasta,>11364 81 22
6591,Cryptococcus_neoformans_draft_genome.fasta,>11442 81 11
6592,Cryptococcus_neoformans_draft_genome.fasta,>11460 81 9
6593,Cryptococcus_neoformans_draft_genome.fasta,>11482 81 9
6594,Cryptococcus_neoformans_draft_genome.fasta,>11576 81 5
6595,Cryptococcus_neoformans_draft_genome.fasta,>11608 81 5
6596,Cryptococcus_neoformans_draft_genome.fasta,>11649 81 9
6597,Cryptococcus_neoformans_draft_genome.fasta,>11693 81 7
6598,Cryptococcus_neoformans_draft_genome.fasta,>11700 81 22
6599,Cryptococcus_neoformans_draft_genome.fasta,>11701 81 8
6600,Cryptococcus_neoformans_draft_genome.fasta,>11719 81 13
6601,Cryptococcus_neoformans_draft_genome.fasta,>11790 81 7
6602,Cryptococcus_neoformans_draft_genome.fasta,>11798 81 10
6603,Cryptococcus_neoformans_draft_genome.fasta,>11801 81 17
6604,Cryptococcus_neoformans_draft_genome.fasta,>11805 81 8
6605,Cryptococcus_neoformans_draft_genome.fasta,>11818 81 11
6606,Cryptococcus_neoformans_draft_genome.fasta,>11882 81 19
6607,Cryptococcus_neoformans_draft_genome.fasta,>11883 81 11
6608,Cryptococcus_neoformans_draft_genome.fasta,>11902 81 5
6609,Cryptococcus_neoformans_draft_genome.fasta,>11917 81 13
6610,Cryptococcus_neoformans_draft_genome.fasta,>11941 81 8
6611,Cryptococcus_neoformans_draft_genome.fasta,>11964 81 16
6612,Cryptococcus_neoformans_draft_genome.fasta,>11990 81 14
6613,Cryptococcus_neoformans_draft_genome.fasta,>12050 81 6
6614,Cryptococcus_neoformans_draft_genome.fasta,>12103 81 7
6615,Cryptococcus_neoformans_draft_genome.fasta,>12125 81 6
6616,Cryptococcus_neoformans_draft_genome.fasta,>12159 81 17
6617,Cryptococcus_neoformans_draft_genome.fasta,>12200 81 26
6618,Cryptococcus_neoformans_draft_genome.fasta,>12210 81 32
6619,Cryptococcus_neoformans_draft_genome.fasta,>12253 81 13
6620,Cryptococcus_neoformans_draft_genome.fasta,>12285 81 5
6621,Cryptococcus_neoformans_draft_genome.fasta,>12338 81 5
6622,Cryptococcus_neoformans_draft_genome.fasta,>12355 81 9
6623,Cryptococcus_neoformans_draft_genome.fasta,>12397 81 13
6624,Cryptococcus_neoformans_draft_genome.fasta,>12413 81 8
6625,Cryptococcus_neoformans_draft_genome.fasta,>12432 81 6
6626,Cryptococcus_neoformans_draft_genome.fasta,>12433 81 901
6627,Cryptococcus_neoformans_draft_genome.fasta,>12436 81 9
6628,Cryptococcus_neoformans_draft_genome.fasta,>12474 81 25
6629,Cryptococcus_neoformans_draft_genome.fasta,>12517 81 6
6630,Cryptococcus_neoformans_draft_genome.fasta,>12635 81 7
6631,Cryptococcus_neoformans_draft_genome.fasta,>12654 81 6
6632,Cryptococcus_neoformans_draft_genome.fasta,>12672 81 10
6633,Cryptococcus_neoformans_draft_genome.fasta,>12675 81 12
6634,Cryptococcus_neoformans_draft_genome.fasta,>12819 81 5
6635,Cryptococcus_neoformans_draft_genome.fasta,>12844 81 5
6636,Cryptococcus_neoformans_draft_genome.fasta,>12855 81 5
6637,Cryptococcus_neoformans_draft_genome.fasta,>12859 81 7
6638,Cryptococcus_neoformans_draft_genome.fasta,>12862 81 12
6639,Cryptococcus_neoformans_draft_genome.fasta,>12874 81 5
6640,Cryptococcus_neoformans_draft_genome.fasta,>12910 81 16
6641,Cryptococcus_neoformans_draft_genome.fasta,>13064 81 5
6642,Cryptococcus_neoformans_draft_genome.fasta,>13212 81 19
6643,Cryptococcus_neoformans_draft_genome.fasta,>13227 81 21
6644,Cryptococcus_neoformans_draft_genome.fasta,>13307 81 17
6645,Cryptococcus_neoformans_draft_genome.fasta,>13313 81 10
6646,Cryptococcus_neoformans_draft_genome.fasta,>13318 81 10
6647,Cryptococcus_neoformans_draft_genome.fasta,>13342 81 27
6648,Cryptococcus_neoformans_draft_genome.fasta,>13351 81 9
6649,Cryptococcus_neoformans_draft_genome.fasta,>13395 81 12
6650,Cryptococcus_neoformans_draft_genome.fasta,>13406 81 8
6651,Cryptococcus_neoformans_draft_genome.fasta,>13416 81 16
6652,Cryptococcus_neoformans_draft_genome.fasta,>13466 81 6
6653,Cryptococcus_neoformans_draft_genome.fasta,>13624 81 18
6654,Cryptococcus_neoformans_draft_genome.fasta,>13630 81 7
6655,Cryptococcus_neoformans_draft_genome.fasta,>13637 81 17
6656,Cryptococcus_neoformans_draft_genome.fasta,>13641 81 5
6657,Cryptococcus_neoformans_draft_genome.fasta,>13671 81 42
6658,Cryptococcus_neoformans_draft_genome.fasta,>13684 81 5
6659,Cryptococcus_neoformans_draft_genome.fasta,>13702 81 19
6660,Cryptococcus_neoformans_draft_genome.fasta,>13707 81 19
6661,Cryptococcus_neoformans_draft_genome.fasta,>13757 81 20
6662,Cryptococcus_neoformans_draft_genome.fasta,>13805 81 7
6663,Cryptococcus_neoformans_draft_genome.fasta,>13820 81 8
6664,Cryptococcus_neoformans_draft_genome.fasta,>13845 81 5
6665,Cryptococcus_neoformans_draft_genome.fasta,>13877 81 5
6666,Cryptococcus_neoformans_draft_genome.fasta,>13952 81 24
6667,Cryptococcus_neoformans_draft_genome.fasta,>14033 81 7
6668,Cryptococcus_neoformans_draft_genome.fasta,>14076 81 8
6669,Cryptococcus_neoformans_draft_genome.fasta,>14178 81 21
6670,Cryptococcus_neoformans_draft_genome.fasta,>14199 81 9
6671,Cryptococcus_neoformans_draft_genome.fasta,>14226 81 5
6672,Cryptococcus_neoformans_draft_genome.fasta,>14247 81 5
6673,Cryptococcus_neoformans_draft_genome.fasta,>14274 81 20
6674,Cryptococcus_neoformans_draft_genome.fasta,>14303 81 284
6675,Cryptococcus_neoformans_draft_genome.fasta,>14314 81 16
6676,Cryptococcus_neoformans_draft_genome.fasta,>14326 81 28
6677,Cryptococcus_neoformans_draft_genome.fasta,>14465 81 7
6678,Cryptococcus_neoformans_draft_genome.fasta,>14473 81 6
6679,Cryptococcus_neoformans_draft_genome.fasta,>14488 81 7
6680,Cryptococcus_neoformans_draft_genome.fasta,>14595 81 5
6681,Cryptococcus_neoformans_draft_genome.fasta,>14602 81 7
6682,Cryptococcus_neoformans_draft_genome.fasta,>14696 81 27
6683,Cryptococcus_neoformans_draft_genome.fasta,>14697 81 20
6684,Cryptococcus_neoformans_draft_genome.fasta,>14767 81 10
6685,Cryptococcus_neoformans_draft_genome.fasta,>14770 81 6
6686,Cryptococcus_neoformans_draft_genome.fasta,>14773 81 14
6687,Cryptococcus_neoformans_draft_genome.fasta,>14796 81 7
6688,Cryptococcus_neoformans_draft_genome.fasta,>14813 81 8
6689,Cryptococcus_neoformans_draft_genome.fasta,>14851 81 35
6690,Cryptococcus_neoformans_draft_genome.fasta,>14909 81 7
6691,Cryptococcus_neoformans_draft_genome.fasta,>14924 81 27
6692,Cryptococcus_neoformans_draft_genome.fasta,>14976 81 7
6693,Cryptococcus_neoformans_draft_genome.fasta,>14986 81 8
6694,Cryptococcus_neoformans_draft_genome.fasta,>15019 81 27
6695,Cryptococcus_neoformans_draft_genome.fasta,>15023 81 7
6696,Cryptococcus_neoformans_draft_genome.fasta,>15024 81 9
6697,Cryptococcus_neoformans_draft_genome.fasta,>15030 81 11
6698,Cryptococcus_neoformans_draft_genome.fasta,>15036 81 6
6699,Cryptococcus_neoformans_draft_genome.fasta,>15046 81 5
6700,Cryptococcus_neoformans_draft_genome.fasta,>15081 81 7
6701,Cryptococcus_neoformans_draft_genome.fasta,>15090 81 5
6702,Cryptococcus_neoformans_draft_genome.fasta,>15116 81 16
6703,Cryptococcus_neoformans_draft_genome.fasta,>15137 81 10
6704,Cryptococcus_neoformans_draft_genome.fasta,>15182 81 12
6705,Cryptococcus_neoformans_draft_genome.fasta,>15242 81 34
6706,Cryptococcus_neoformans_draft_genome.fasta,>15257 81 19
6707,Cryptococcus_neoformans_draft_genome.fasta,>15285 81 7
6708,Cryptococcus_neoformans_draft_genome.fasta,>15287 81 19
6709,Cryptococcus_neoformans_draft_genome.fasta,>15307 81 18
6710,Cryptococcus_neoformans_draft_genome.fasta,>15316 81 8
6711,Cryptococcus_neoformans_draft_genome.fasta,>15322 81 16
6712,Cryptococcus_neoformans_draft_genome.fasta,>15325 81 28
6713,Cryptococcus_neoformans_draft_genome.fasta,>15339 81 29
6714,Cryptococcus_neoformans_draft_genome.fasta,>15367 81 6
6715,Cryptococcus_neoformans_draft_genome.fasta,>15397 81 26
6716,Cryptococcus_neoformans_draft_genome.fasta,>15425 81 12
6717,Cryptococcus_neoformans_draft_genome.fasta,>15428 81 17
6718,Cryptococcus_neoformans_draft_genome.fasta,>15457 81 7
6719,Cryptococcus_neoformans_draft_genome.fasta,>15511 81 9
6720,Cryptococcus_neoformans_draft_genome.fasta,>15512 81 193
6721,Cryptococcus_neoformans_draft_genome.fasta,>15516 81 11
6722,Cryptococcus_neoformans_draft_genome.fasta,>15538 81 29
6723,Cryptococcus_neoformans_draft_genome.fasta,>15541 81 19
6724,Cryptococcus_neoformans_draft_genome.fasta,>15556 81 79
6725,Cryptococcus_neoformans_draft_genome.fasta,>15581 81 8
6726,Cryptococcus_neoformans_draft_genome.fasta,>15585 81 8
6727,Cryptococcus_neoformans_draft_genome.fasta,>15620 81 1086
6728,Cryptococcus_neoformans_draft_genome.fasta,>15672 81 5
6729,Cryptococcus_neoformans_draft_genome.fasta,>15704 81 17
6730,Cryptococcus_neoformans_draft_genome.fasta,>15718 81 13
6731,Cryptococcus_neoformans_draft_genome.fasta,>15790 81 16
6732,Cryptococcus_neoformans_draft_genome.fasta,>15800 81 8
6733,Cryptococcus_neoformans_draft_genome.fasta,>15820 81 17
6734,Cryptococcus_neoformans_draft_genome.fasta,>15855 81 6
6735,Cryptococcus_neoformans_draft_genome.fasta,>16047 81 20
6736,Cryptococcus_neoformans_draft_genome.fasta,>16086 81 72
6737,Cryptococcus_neoformans_draft_genome.fasta,>16090 81 8
6738,Cryptococcus_neoformans_draft_genome.fasta,>16121 81 10
6739,Cryptococcus_neoformans_draft_genome.fasta,>16128 81 10
6740,Cryptococcus_neoformans_draft_genome.fasta,>16181 81 9
6741,Cryptococcus_neoformans_draft_genome.fasta,>16213 81 8
6742,Cryptococcus_neoformans_draft_genome.fasta,>16240 81 12
6743,Cryptococcus_neoformans_draft_genome.fasta,>16246 81 11
6744,Cryptococcus_neoformans_draft_genome.fasta,>16261 81 7
6745,Cryptococcus_neoformans_draft_genome.fasta,>16299 81 34
6746,Cryptococcus_neoformans_draft_genome.fasta,>16331 81 8
6747,Cryptococcus_neoformans_draft_genome.fasta,>16437 81 16
6748,Cryptococcus_neoformans_draft_genome.fasta,>16470 81 19
6749,Cryptococcus_neoformans_draft_genome.fasta,>16507 81 5
6750,Cryptococcus_neoformans_draft_genome.fasta,>16510 81 14
6751,Cryptococcus_neoformans_draft_genome.fasta,>16549 81 10
6752,Cryptococcus_neoformans_draft_genome.fasta,>16558 81 5
6753,Cryptococcus_neoformans_draft_genome.fasta,>16562 81 10
6754,Cryptococcus_neoformans_draft_genome.fasta,>16565 81 21
6755,Cryptococcus_neoformans_draft_genome.fasta,>16628 81 16
6756,Cryptococcus_neoformans_draft_genome.fasta,>16639 81 5
6757,Cryptococcus_neoformans_draft_genome.fasta,>16689 81 15
6758,Cryptococcus_neoformans_draft_genome.fasta,>16699 81 53
6759,Cryptococcus_neoformans_draft_genome.fasta,>16711 81 27
6760,Cryptococcus_neoformans_draft_genome.fasta,>16731 81 12
6761,Cryptococcus_neoformans_draft_genome.fasta,>16740 81 11
6762,Cryptococcus_neoformans_draft_genome.fasta,>16807 81 27
6763,Cryptococcus_neoformans_draft_genome.fasta,>16828 81 5
6764,Cryptococcus_neoformans_draft_genome.fasta,>16830 81 9
6765,Cryptococcus_neoformans_draft_genome.fasta,>16841 81 30
6766,Cryptococcus_neoformans_draft_genome.fasta,>16862 81 5
6767,Cryptococcus_neoformans_draft_genome.fasta,>16867 81 14
6768,Cryptococcus_neoformans_draft_genome.fasta,>16962 81 47
6769,Cryptococcus_neoformans_draft_genome.fasta,>16980 81 8
6770,Cryptococcus_neoformans_draft_genome.fasta,>17044 81 25
6771,Cryptococcus_neoformans_draft_genome.fasta,>17048 81 15
6772,Cryptococcus_neoformans_draft_genome.fasta,>17069 81 7
6773,Cryptococcus_neoformans_draft_genome.fasta,>17083 81 13
6774,Cryptococcus_neoformans_draft_genome.fasta,>17107 81 30
6775,Cryptococcus_neoformans_draft_genome.fasta,>17113 81 28
6776,Cryptococcus_neoformans_draft_genome.fasta,>17123 81 8
6777,Cryptococcus_neoformans_draft_genome.fasta,>17129 81 17
6778,Cryptococcus_neoformans_draft_genome.fasta,>17134 81 5
6779,Cryptococcus_neoformans_draft_genome.fasta,>17174 81 6
6780,Cryptococcus_neoformans_draft_genome.fasta,>17204 81 17
6781,Cryptococcus_neoformans_draft_genome.fasta,>17213 81 7
6782,Cryptococcus_neoformans_draft_genome.fasta,>17264 81 18
6783,Cryptococcus_neoformans_draft_genome.fasta,>17310 81 32
6784,Cryptococcus_neoformans_draft_genome.fasta,>17316 81 7
6785,Cryptococcus_neoformans_draft_genome.fasta,>17336 81 8
6786,Cryptococcus_neoformans_draft_genome.fasta,>17386 81 368
6787,Cryptococcus_neoformans_draft_genome.fasta,>17471 81 15
6788,Cryptococcus_neoformans_draft_genome.fasta,>17499 81 7
6789,Cryptococcus_neoformans_draft_genome.fasta,>17532 81 16
6790,Cryptococcus_neoformans_draft_genome.fasta,>17575 81 41
6791,Cryptococcus_neoformans_draft_genome.fasta,>17581 81 7
6792,Cryptococcus_neoformans_draft_genome.fasta,>17603 81 913
6793,Cryptococcus_neoformans_draft_genome.fasta,>17610 81 12
6794,Cryptococcus_neoformans_draft_genome.fasta,>17645 81 31
6795,Cryptococcus_neoformans_draft_genome.fasta,>17672 81 7
6796,Cryptococcus_neoformans_draft_genome.fasta,>17701 81 11
6797,Cryptococcus_neoformans_draft_genome.fasta,>17818 81 12
6798,Cryptococcus_neoformans_draft_genome.fasta,>17849 81 14
6799,Cryptococcus_neoformans_draft_genome.fasta,>17851 81 9
6800,Cryptococcus_neoformans_draft_genome.fasta,>17874 81 34
6801,Cryptococcus_neoformans_draft_genome.fasta,>17973 81 7
6802,Cryptococcus_neoformans_draft_genome.fasta,>17983 81 14
6803,Cryptococcus_neoformans_draft_genome.fasta,>18017 81 19
6804,Cryptococcus_neoformans_draft_genome.fasta,>18041 81 16
6805,Cryptococcus_neoformans_draft_genome.fasta,>18060 81 10
6806,Cryptococcus_neoformans_draft_genome.fasta,>18103 81 5
6807,Cryptococcus_neoformans_draft_genome.fasta,>18127 81 30
6808,Cryptococcus_neoformans_draft_genome.fasta,>18136 81 13
6809,Cryptococcus_neoformans_draft_genome.fasta,>18146 81 6
6810,Cryptococcus_neoformans_draft_genome.fasta,>18188 81 11
6811,Cryptococcus_neoformans_draft_genome.fasta,>18205 81 8
6812,Cryptococcus_neoformans_draft_genome.fasta,>18237 81 22
6813,Cryptococcus_neoformans_draft_genome.fasta,>18264 81 7
6814,Cryptococcus_neoformans_draft_genome.fasta,>18269 81 11
6815,Cryptococcus_neoformans_draft_genome.fasta,>18299 81 18
